onetsoccode,occupation_title,median_annual_wage_2024,mean_annual_wage_2024,total_employment_2024,observed_exposure,pss,pred_productivity_effect,expertise_percentile,"Employment Percent Change, 2024-2034"
43-4031,"Court, Municipal, and License Clerks",47700.0,51200.0,170010.0,0.102,0.14111173152923584,0.3637584447860718,42.69879913330078,3.0
43-4041,"Credit Authorizers, Checkers, and Clerks",49130.0,51270.0,11960.0,0.1296,0.08795911073684692,0.3279661536216736,28.072547912597656,-6.2
43-4051,Customer Service Representatives,42830.0,45380.0,2725930.0,0.7011,-0.009361624717712402,0.2784152925014496,37.97391128540039,-5.5
43-4061,"Eligibility Interviewers, Government Programs",51500.0,53970.0,156260.0,0.0597,0.12095528841018677,0.3648568391799927,40.24183654785156,1.0
43-4071,File Clerks,41270.0,43700.0,78980.0,0.1568,0.04774737358093262,0.3821538984775543,5.286598205566406,-15.9
43-4081,"Hotel, Motel, and Resort Desk Clerks",34270.0,34740.0,261430.0,0.1725,0.12787652015686035,0.2630957067012787,13.265365600585938,3.7
43-4111,"Interviewers, Except Eligibility and Loan",43830.0,45400.0,157310.0,0.3851,0.11077344417572021,0.35136815905570984,28.042829513549805,-11.6
43-4121,"Library Assistants, Clerical",36010.0,37910.0,80070.0,0.0978,0.12074410915374756,0.26280757784843445,29.717605590820312,-6.7
43-4131,Loan Interviewers and Clerks,48950.0,51050.0,173100.0,0.2022,0.11860454082489014,0.2942826449871063,40.04698944091797,-2.3
43-4141,New Accounts Clerks,46610.0,47610.0,38030.0,0.0,0.1540086269378662,0.29486221075057983,28.52870750427246,-13.2
43-4151,Order Clerks,44660.0,46270.0,83420.0,0.0748,0.12149918079376221,0.36560073494911194,12.654167175292969,-17.2
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",49440.0,50950.0,92580.0,0.4046,0.22000110149383545,0.305112361907959,30.280948638916016,-7.1
43-4171,Receptionists and Information Clerks,37230.0,38480.0,964530.0,0.4338,0.062122225761413574,0.2897219657897949,14.493060111999512,0.0
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,41460.0,47720.0,127440.0,0.2467,0.08218026161193848,0.23321938514709473,26.03548812866211,2.8
43-5011,Cargo and Freight Agents,49900.0,55420.0,97800.0,0.0165,0.19750458002090454,0.2670818269252777,27.80092430114746,8.5
43-5011,Freight Forwarders,49900.0,55420.0,97800.0,0.0165,0.11458837985992432,0.31118065118789673,41.81632995605469,8.5
43-5021,Couriers and Messengers,38340.0,40060.0,71920.0,0.0412,0.014213323593139648,0.1795913577079773,1.916658878326416,8.2
43-5031,Public Safety Telecommunicators,50730.0,54800.0,101140.0,0.0465,0.08277738094329834,0.3134918212890625,34.239376068115234,3.5
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",48880.0,53150.0,211000.0,0.2258,0.13195699453353882,0.32743996381759644,36.301170349121094,-0.9
43-5041,"Meter Readers, Utilities",49180.0,55810.0,19620.0,0.0,0.1737084984779358,0.1809418648481369,19.273174285888672,-12.0
43-5051,Postal Service Clerks,61630.0,61070.0,78060.0,0.0,0.04649394750595093,0.18040598928928375,5.446743965148926,-3.5
43-5052,Postal Service Mail Carriers,57490.0,59880.0,336040.0,0.0,0.03721064329147339,0.12454243749380112,4.059445858001709,-3.5
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",56530.0,58310.0,111930.0,0.0,0.038884103298187256,0.056476324796676636,4.229235649108887,-8.4
43-5061,"Production, Planning, and Expediting Clerks",57770.0,60420.0,385000.0,0.0934,0.11428821086883545,0.30607324838638306,41.72402572631836,-1.8
43-5071,"Shipping, Receiving, and Inventory Clerks",43190.0,44890.0,857630.0,0.0,0.14599663019180298,0.24683906137943268,27.744340896606445,-7.7
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",45650.0,46660.0,49720.0,0.0,0.03425246477127075,0.17762625217437744,13.102859497070312,-4.8
43-6011,Executive Secretaries and Executive Administrative Assistants,74260.0,77060.0,472770.0,0.2336,0.0762261152267456,0.319355845451355,35.40668487548828,-1.6
43-6012,Legal Secretaries and Administrative Assistants,54140.0,60320.0,154540.0,0.0,0.23532617092132568,0.346998393535614,42.88399124145508,-5.8
43-6013,Medical Secretaries and Administrative Assistants,44640.0,45580.0,830760.0,0.3623,0.10087406635284424,0.34966012835502625,29.362504959106445,4.2
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",46290.0,47640.0,1737820.0,0.4528,0.12518972158432007,0.31998804211616516,27.013587951660156,-1.6
43-9021,Data Entry Keyers,39850.0,42070.0,135280.0,0.6707,0.2586040496826172,0.44300082325935364,26.105897903442383,-25.9
43-9022,Word Processors and Typists,47850.0,49730.0,36030.0,0.2385,0.18710929155349731,0.3376924395561218,22.93926429748535,-36.1
43-9031,Desktop Publishers,53620.0,60250.0,4000.0,0.464,0.4009663462638855,0.3081575930118561,44.25849914550781,-12.4
43-9041,Insurance Claims and Policy Processing Clerks,48450.0,51980.0,229070.0,0.1467,0.15296560525894165,0.4160698652267456,33.41419219970703,-3.7
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",38150.0,40200.0,62730.0,0.0,0.03975343704223633,0.12051396071910858,4.367697238922119,-6.6
43-9061,"Office Clerks, General",43630.0,45470.0,2510550.0,0.4504,0.2155972719192505,0.25553256273269653,25.884998321533203,-6.7
43-9071,"Office Machine Operators, Except Computer",39020.0,41620.0,24740.0,0.0239,0.12670713663101196,0.21903450787067413,13.129300117492676,-15.2
43-9081,Proofreaders and Copy Markers,49210.0,52730.0,5160.0,0.1781,0.03737974166870117,0.4667433798313141,32.55810546875,-0.6
43-9111,Statistical Assistants,51440.0,55470.0,5900.0,0.5099,0.1422901749610901,0.413432240486145,33.60507583618164,-2.5
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",59330.0,63360.0,29530.0,0.0,0.08032608032226562,0.1024845764040947,43.1875,2.5
45-2011,Agricultural Inspectors,50990.0,55650.0,12090.0,0.0,0.22541964054107666,0.1297084540128708,66.5700454711914,1.5
45-2021,Animal Breeders,52000.0,56150.0,1730.0,0.0,0.10638606548309326,0.09072703868150711,38.81318664550781,2.4
45-2041,"Graders and Sorters, Agricultural Products",35430.0,36080.0,26870.0,0.0,0.027374327182769775,0.07428409159183502,4.154074192047119,-5.4
45-2091,Agricultural Equipment Operators,42580.0,43920.0,30940.0,0.0,0.054092347621917725,0.0,28.54480743408203,7.7
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",35690.0,37850.0,261690.0,0.0203,0.03851217031478882,0.07418690621852875,31.650066375732422,-3.3
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",36150.0,38580.0,35420.0,0.0,0.004825770854949951,0.027807528153061867,41.76542663574219,-5.0
45-3031,Fishing and Hunting Workers,,,,,,0.03284268081188202,,-4.6
45-4011,Forest and Conservation Workers,43680.0,42830.0,5630.0,0.0,0.04024416208267212,0.04508239030838013,28.083484649658203,-4.7
45-4021,Fallers,53900.0,59120.0,4110.0,0.0,-0.0008050799369812012,0.01805667206645012,33.75790023803711,-7.3
45-4022,Logging Equipment Operators,49210.0,52020.0,22520.0,0.0,0.05712646245956421,0.04477380961179733,33.75575637817383,-1.4
45-4023,Log Graders and Scalers,46710.0,48130.0,3310.0,0.0,0.05153036117553711,0.10605649650096893,28.08055877685547,-0.7
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,78690.0,84500.0,806080.0,0.0296,0.030672699213027954,0.2175687849521637,55.735252380371094,5.3
47-1011,Solar Energy Installation Managers,78690.0,84500.0,806080.0,0.0296,0.16555702686309814,0.2078341692686081,64.43687438964844,5.3
47-2011,Boilermakers,73340.0,76900.0,10170.0,0.0,0.03729748725891113,0.030148139223456383,50.6896858215332,-2.4
47-2021,Brickmasons and Blockmasons,60800.0,65390.0,53520.0,0.0,0.0990181565284729,0.016734963282942772,43.437503814697266,3.2
47-2022,Stonemasons,51990.0,57220.0,8750.0,0.0,0.041070640087127686,0.0,44.26305389404297,-3.0
47-2031,Carpenters,59310.0,64040.0,697740.0,0.0,0.04580497741699219,0.05937052518129349,38.33707046508789,4.5
47-2041,Carpet Installers,49850.0,55860.0,14980.0,0.0,0.09745621681213379,0.016859950497746468,29.99468994140625,-9.6
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",54340.0,60550.0,24850.0,0.0,-0.0163954496383667,0.0,21.348644256591797,9.5
47-2043,Floor Sanders and Finishers,49150.0,50880.0,4140.0,0.0,0.10982125997543335,0.05749744176864624,19.262964248657227,2.6
47-2044,Tile and Stone Setters,52240.0,57590.0,38740.0,0.0,0.09036868810653687,0.039052389562129974,38.69559860229492,10.1
47-2051,Cement Masons and Concrete Finishers,54660.0,59360.0,205230.0,0.0,0.04561895132064819,0.0,30.526716232299805,1.8
47-2053,Terrazzo Workers and Finishers,57260.0,62330.0,1450.0,0.0,0.059272706508636475,0.0,28.914993286132812,-11.1
47-2061,Construction Laborers,46730.0,51260.0,1057660.0,0.0281,0.05179363489151001,0.01793239824473858,33.12640380859375,7.3
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",51650.0,58660.0,45680.0,0.0,0.06280416250228882,0.0,30.307758331298828,3.2
47-2072,Pile Driver Operators,70510.0,79000.0,3040.0,0.0,-0.017224609851837158,0.0,41.74699020385742,4.3
47-2073,Operating Engineers and Other Construction Equipment Operators,58710.0,65180.0,469270.0,0.0,0.08404272794723511,0.017082158476114273,38.63703536987305,3.6
47-2081,Drywall and Ceiling Tile Installers,58140.0,62810.0,82900.0,0.0,0.022446513175964355,0.03996068611741066,30.19099235534668,4.2
47-2082,Tapers,64700.0,70390.0,12500.0,0.0,-0.0012119412422180176,0.0,28.049331665039062,0.1
47-2111,Electricians,62350.0,69630.0,742580.0,0.0,0.12291345000267029,0.05087148770689964,70.06026458740234,9.5
47-2121,Glaziers,55440.0,60260.0,57000.0,0.0,0.06122922897338867,0.05009479820728302,33.15607452392578,3.3
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",48680.0,53440.0,38610.0,0.0,0.06597018241882324,0.015081396326422691,30.65608787536621,3.8
47-2132,"Insulation Workers, Mechanical",57250.0,63540.0,25640.0,0.0439,0.05187547206878662,0.010415097698569298,33.26637649536133,4.7
47-2141,"Painters, Construction and Maintenance",48660.0,53710.0,224180.0,0.0,0.08136928081512451,0.02662198804318905,27.9202938079834,3.8
47-2142,Paperhangers,48260.0,51900.0,1520.0,0.0,0.12792688608169556,0.0065821195021271706,13.980895042419434,5.3
47-2151,Pipelayers,48710.0,54270.0,33580.0,0.0,0.10805809497833252,0.015641143545508385,33.84455490112305,-4.1
47-2152,"Plumbers, Pipefitters, and Steamfitters",62970.0,69940.0,455940.0,0.0116,0.09080862998962402,0.05398962274193764,55.972564697265625,4.5
47-2152,Solar Thermal Installers and Technicians,62970.0,69940.0,455940.0,0.0116,-0.04232829809188843,0.023537373170256615,50.11651611328125,4.5
47-2161,Plasterers and Stucco Masons,56020.0,61000.0,20880.0,0.0,0.06517118215560913,0.026096144691109657,35.43211364746094,4.1
47-2171,Reinforcing Iron and Rebar Workers,59280.0,62640.0,14140.0,0.0,0.17181193828582764,0.0558055154979229,41.240264892578125,4.6
47-2181,Roofers,50970.0,57090.0,136740.0,0.0157,0.015682518482208252,0.04657764360308647,31.737972259521484,5.9
47-2211,Sheet Metal Workers,60850.0,66110.0,117470.0,0.0,0.06835836172103882,0.04366554319858551,52.18269729614258,2.4
47-2221,Structural Iron and Steel Workers,62700.0,69270.0,64720.0,0.0491,0.027195096015930176,0.02575540542602539,41.858638763427734,4.4
47-2231,Solar Photovoltaic Installers,51860.0,57380.0,28280.0,0.0,0.08504551649093628,0.049112092703580856,51.238990783691406,42.1
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",46480.0,49730.0,15660.0,0.0,0.04619097709655762,0.0,25.967741012573242,-10.5
47-3012,Helpers--Carpenters,41600.0,42080.0,24610.0,0.0,0.08696424961090088,0.0,28.06342887878418,4.5
47-3013,Helpers--Electricians,39890.0,42900.0,64440.0,0.0,0.12161505222320557,0.011502227745950222,31.513864517211914,0.2
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",38140.0,40880.0,7220.0,0.0,0.15168225765228271,0.0,19.356334686279297,2.3
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",39270.0,41720.0,43640.0,0.0,0.08947718143463135,0.0,41.52363586425781,4.9
47-3016,Helpers--Roofers,40590.0,42070.0,5170.0,0.0,0.04823726415634155,0.0,27.803611755371094,5.7
47-4011,Construction and Building Inspectors,72120.0,76430.0,137210.0,0.0481,0.285825252532959,0.10984808206558228,70.37499237060547,-0.8
47-4011,Energy Auditors,72120.0,76430.0,137210.0,0.0481,0.1257452368736267,0.21501657366752625,56.043975830078125,-0.8
47-4021,Elevator and Escalator Installers and Repairers,106580.0,104860.0,23340.0,0.0,0.03606182336807251,0.13245266675949097,53.728519439697266,5.0
47-4031,Fence Erectors,46940.0,50550.0,22640.0,0.0,0.0012258291244506836,0.019118277356028557,28.195131301879883,4.6
47-4041,Hazardous Materials Removal Workers,48490.0,55740.0,50570.0,0.0,0.04779016971588135,0.052799858152866364,34.1832389831543,1.0
47-4051,Highway Maintenance Workers,49070.0,51410.0,151750.0,0.0,0.034532785415649414,0.007344989106059074,33.68405532836914,3.0
47-4061,Rail-Track Laying and Maintenance Equipment Operators,67370.0,68270.0,16480.0,0.0,-0.018790483474731445,0.0,33.274959564208984,1.6
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,49140.0,52730.0,29050.0,0.0,0.01182490587234497,0.05537999048829079,28.93011474609375,7.6
47-4091,Segmental Pavers,,,,,,0.017764732241630554,,
47-4099,Weatherization Installers and Technicians,,,,,,0.10357998311519623,,
47-5011,"Derrick Operators, Oil and Gas",62740.0,62490.0,11040.0,0.0,0.07643800973892212,0.0,41.246009826660156,0.5
47-5012,"Rotary Drill Operators, Oil and Gas",65010.0,70080.0,13090.0,0.0,0.04089587926864624,0.04183896631002426,44.32807540893555,0.2
47-5013,"Service Unit Operators, Oil and Gas",57980.0,61530.0,44120.0,0.0,0.131994366645813,0.06427094340324402,46.888126373291016,0.4
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",52550.0,57860.0,34210.0,0.0,0.037089407444000244,0.0,32.5759162902832,-0.4
47-5023,"Earth Drillers, Except Oil and Gas",59600.0,63260.0,17410.0,0.0,0.07952684164047241,0.06505579501390457,46.86275863647461,2.9
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",59110.0,66840.0,5680.0,0.0,0.0111161470413208,0.04129904508590698,41.268028259277344,-0.9
47-5041,Continuous Mining Machine Operators,63380.0,63920.0,14340.0,0.0,-0.005860507488250732,0.0,43.962242126464844,0.6
47-5043,"Roof Bolters, Mining",76640.0,74760.0,2230.0,0.0,0.03189343214035034,0.0,25.959592819213867,-34.2
47-5044,"Loading and Moving Machine Operators, Underground Mining",68860.0,68470.0,6130.0,0.0,0.06757235527038574,0.01102476753294468,26.109086990356445,-22.3
47-5051,"Rock Splitters, Quarry",47460.0,50540.0,3080.0,0.0,0.017960309982299805,0.032269157469272614,33.53569030761719,4.4
47-5071,"Roustabouts, Oil and Gas",47510.0,49060.0,45330.0,0.0,0.020743489265441895,0.0,30.331348419189453,2.5
47-5081,Helpers--Extraction Workers,48400.0,50330.0,6720.0,0.0,-0.051759183406829834,0.0,34.18673324584961,-1.7
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",78300.0,82930.0,600680.0,0.1015,0.035777002573013306,0.196351557970047,55.15792465209961,3.1
49-2011,"Computer, Automated Teller, and Office Machine Repairers",46860.0,49820.0,73010.0,0.1067,0.15509003400802612,0.20805145800113678,45.19967269897461,-0.9
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",64190.0,69180.0,11400.0,0.0,0.04150491952896118,0.09122014045715332,43.51781463623047,8.6
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",62630.0,66650.0,153890.0,0.0333,0.04944455623626709,0.08126720041036606,46.9838981628418,-4.2
49-2091,Avionics Technicians,81390.0,82350.0,20900.0,0.0,0.16325247287750244,0.1318945586681366,68.90505981445312,8.2
49-2092,"Electric Motor, Power Tool, and Related Repairers",53990.0,56820.0,16570.0,0.0,0.11732709407806396,0.06722225993871689,41.824954986572266,3.4
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",82730.0,80980.0,7310.0,0.0,0.12768739461898804,0.12330090254545212,51.54128646850586,6.1
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",71300.0,72950.0,59990.0,0.0,0.2102307677268982,0.15857917070388794,67.32925415039062,-0.8
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",100940.0,97460.0,23040.0,0.0,0.17052102088928223,0.19726842641830444,63.301856994628906,5.5
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",47940.0,50240.0,10140.0,0.0,0.14386117458343506,0.07962755113840103,43.790340423583984,-13.6
49-2097,Audiovisual Equipment Installers and Repairers,50620.0,55740.0,22170.0,0.0,0.07660859823226929,0.09753425419330597,51.19477081298828,6.6
49-2098,Security and Fire Alarm Systems Installers,59300.0,60040.0,81510.0,0.0303,0.12950551509857178,0.04955160990357399,43.511878967285156,10.4
49-3011,Aircraft Mechanics and Service Technicians,78680.0,80780.0,136390.0,0.0,0.15507149696350098,0.10477416962385178,60.73609161376953,4.0
49-3021,Automotive Body and Related Repairers,51680.0,58830.0,155220.0,0.0,0.10031437873840332,0.017571287229657173,40.153324127197266,1.6
49-3022,Automotive Glass Installers and Repairers,47260.0,49580.0,18940.0,0.0,0.10472959280014038,0.0,28.55466651916504,3.6
49-3023,Automotive Service Technicians and Mechanics,49670.0,55260.0,688840.0,0.0,0.14725226163864136,0.07025137543678284,59.25166702270508,4.2
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,60640.0,62480.0,287230.0,0.0,0.10107147693634033,0.0,51.709197998046875,2.4
49-3041,Farm Equipment Mechanics and Service Technicians,52080.0,55290.0,36880.0,0.0,0.11446607112884521,0.07610397040843964,57.66364288330078,11.0
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",63980.0,67580.0,180270.0,0.0,0.12052851915359497,0.050953060388565063,60.272552490234375,5.8
49-3043,Rail Car Repairers,65680.0,67610.0,18300.0,0.0,-0.05264797806739807,0.08719656616449356,47.088069915771484,2.8
49-3051,Motorboat Mechanics and Service Technicians,54950.0,56450.0,24250.0,0.0,0.08093452453613281,0.0656152069568634,50.49555969238281,6.0
49-3052,Motorcycle Mechanics,47200.0,49650.0,14010.0,0.0,0.08661091327667236,0.0,50.73637390136719,5.3
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,46560.0,48200.0,34240.0,0.0,0.060475051403045654,0.11643029749393463,54.267723083496094,2.5
49-3091,Bicycle Repairers,40360.0,41550.0,12590.0,0.0,0.016695678234100342,0.0681762620806694,29.753589630126953,-2.3
49-3092,Recreational Vehicle Service Technicians,50540.0,55380.0,18710.0,0.0,0.051580607891082764,0.029857706278562546,54.68403244018555,11.5
49-3093,Tire Repairers and Changers,37120.0,39140.0,106620.0,0.0,0.07773619890213013,0.0,8.176618576049805,5.7
49-9011,Mechanical Door Repairers,51050.0,54110.0,27970.0,0.0,0.07281064987182617,0.0978545993566513,35.421241760253906,11.4
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",74690.0,75970.0,46920.0,0.0,0.1319512128829956,0.08301719278097153,43.814762115478516,1.3
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",59810.0,62690.0,396870.0,0.0191,0.06837862730026245,0.06180165335536003,48.09321212768555,8.1
49-9031,Home Appliance Repairers,49410.0,53580.0,31940.0,0.0,0.11242306232452393,0.11511718481779099,41.30076217651367,2.6
49-9041,Industrial Machinery Mechanics,63760.0,67160.0,421940.0,0.0239,0.006464153528213501,0.13097350299358368,51.183231353759766,16.1
49-9043,"Maintenance Workers, Machinery",60500.0,61820.0,56540.0,0.0,0.0664069652557373,0.08132492750883102,29.747032165527344,-2.8
49-9044,Millwrights,65170.0,68640.0,40660.0,0.0,-0.012808680534362793,0.0031622766982764006,48.24710464477539,0.0
49-9045,"Refractory Materials Repairers, Except Brickmasons",58540.0,61480.0,1100.0,0.0,0.04804706573486328,0.0,28.8637752532959,-16.9
49-9051,Electrical Power-Line Installers and Repairers,92560.0,90110.0,123680.0,0.0,0.027943313121795654,0.0,48.167274475097656,6.6
49-9052,Telecommunications Line Installers and Repairers,70500.0,72440.0,98360.0,0.0,0.09179437160491943,0.030480751767754555,42.9351921081543,-3.1
49-9061,Camera and Photographic Equipment Repairers,49300.0,53420.0,2010.0,0.0412,0.05575770139694214,0.06929460912942886,46.86516571044922,-15.1
49-9062,Medical Equipment Repairers,62630.0,66810.0,60830.0,0.0,0.0911436676979065,0.14764052629470825,60.31034469604492,12.9
49-9063,Musical Instrument Repairers and Tuners,45320.0,49020.0,5730.0,0.0,0.006721019744873047,0.015091008506715298,52.18568420410156,1.4
49-9064,Watch and Clock Repairers,60690.0,62450.0,1300.0,0.0,0.051544189453125,0.07843118160963058,52.05362319946289,-1.1
49-9071,"Maintenance and Repair Workers, General",48620.0,52430.0,1531700.0,0.0,0.08635932207107544,0.06068035215139389,56.853919982910156,3.8
49-9081,Wind Turbine Service Technicians,62580.0,67580.0,11220.0,0.0,0.12062925100326538,0.010879858396947384,61.594627380371094,49.9
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",47350.0,48530.0,28260.0,0.0,0.10485923290252686,0.1555951088666916,40.06468200683594,-2.9
49-9092,Commercial Divers,61130.0,78110.0,3430.0,0.0,-0.050600796937942505,0.011835805140435696,62.412315368652344,8.5
49-9094,Locksmiths and Safe Repairers,50490.0,55200.0,15550.0,0.0,0.00859767198562622,0.049177657812833786,43.78506088256836,-8.3
49-9095,Manufactured Building and Mobile Home Installers,41080.0,42620.0,2610.0,0.0,0.041551947593688965,0.04391520097851753,46.86411666870117,5.9
49-9096,Riggers,62060.0,66600.0,24190.0,0.0,-0.0004152059555053711,0.0,41.9852180480957,3.2
49-9097,Signal and Track Switch Repairers,83600.0,84940.0,8210.0,0.0,0.14047259092330933,0.043956853449344635,48.220218658447266,1.7
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",38860.0,40750.0,97540.0,0.0,0.03550076484680176,0.012163628824055195,48.94752502441406,2.3
49-9099,Geothermal Technicians,48640.0,53270.0,183690.0,0.0,0.14869683980941772,0.11874723434448242,64.53248596191406,2.4
51-1011,First-Line Supervisors of Production and Operating Workers,71190.0,74540.0,685140.0,0.0,0.03869509696960449,0.18044054508209229,46.70248031616211,1.2
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",61680.0,66510.0,32890.0,0.0494,0.061187565326690674,0.016054783016443253,45.22922134399414,-14.5
51-2021,"Coil Winders, Tapers, and Finishers",47260.0,48940.0,12170.0,0.0,0.022167742252349854,0.0963234156370163,33.285545349121094,-6.3
51-2022,Electrical and Electronic Equipment Assemblers,,,,,,0.07125690579414368,,
51-2023,Electromechanical Equipment Assemblers,,,,,,0.022057529538869858,,
51-2031,Engine and Other Machine Assemblers,52540.0,56040.0,38420.0,0.0,0.10387110710144043,0.05263587832450867,44.23400115966797,-21.1
51-2041,Structural Metal Fabricators and Fitters,49900.0,52740.0,53380.0,0.0,0.04054659605026245,0.008649507537484169,42.05007553100586,-16.3
51-2051,Fiberglass Laminators and Fabricators,45760.0,47320.0,18520.0,0.0,0.020366668701171875,0.009110089391469955,28.143680572509766,4.2
51-2061,Timing Device Assemblers and Adjusters,40790.0,42410.0,230.0,0.0392,0.11583560705184937,0.03377074375748634,62.3199348449707,-17.5
51-2092,Team Assemblers,,,,,,0.10737482458353043,,
51-3011,Bakers,36650.0,37670.0,231890.0,0.0,0.1412251591682434,0.09103278070688248,27.297962188720703,5.6
51-3021,Butchers and Meat Cutters,38960.0,41300.0,140040.0,0.0,0.10936307907104492,0.042963504791259766,38.76848220825195,1.0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",37700.0,38640.0,141090.0,0.0,0.05709362030029297,0.0,25.958431243896484,5.5
51-3023,Slaughterers and Meat Packers,39790.0,40710.0,67500.0,0.0,0.010799229145050049,0.0,32.555423736572266,2.2
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",42730.0,44140.0,19500.0,0.0,0.0979509949684143,0.03447563573718071,13.991045951843262,0.6
51-3092,Food Batchmakers,40790.0,42830.0,171660.0,0.0,0.2101963758468628,0.04706459492444992,30.11823844909668,6.9
51-3093,Food Cooking Machine Operators and Tenders,40550.0,41930.0,27660.0,0.0,0.13696199655532837,0.06151197850704193,14.507454872131348,0.6
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",46980.0,48170.0,65700.0,0.0,0.12461000680923462,0.011297129094600677,30.028892517089844,1.2
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",49240.0,50900.0,8760.0,0.0,0.07206320762634277,0.026398366317152977,48.952091217041016,-18.9
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",48630.0,50940.0,22350.0,0.0,0.07966649532318115,0.08208319544792175,41.74541091918945,-8.3
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",45590.0,47060.0,174430.0,0.0,0.10253363847732544,0.006022472865879536,29.532766342163086,-12.1
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",46630.0,50330.0,5310.0,0.0,0.036901116371154785,0.02021303027868271,31.740737915039062,-19.6
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",45190.0,46600.0,70110.0,0.0,0.05448347330093384,0.04089602828025818,33.53236770629883,-12.0
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",48620.0,50190.0,18970.0,0.0,0.12977975606918335,0.05737003684043884,41.15629196166992,-13.6
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",48310.0,52940.0,13810.0,0.0,0.10290271043777466,0.10908935219049454,40.16051483154297,-14.4
51-4041,Machinists,56150.0,57390.0,298790.0,0.0,0.10887938737869263,0.08182719349861145,55.31570816040039,0.0
51-4051,Metal-Refining Furnace Operators and Tenders,55770.0,57290.0,20330.0,0.0,0.054242074489593506,0.06776025891304016,39.2700080871582,-2.3
51-4052,"Pourers and Casters, Metal",48940.0,51320.0,5830.0,0.0,0.034334421157836914,0.0,31.480323791503906,-4.7
51-4061,"Model Makers, Metal and Plastic",62700.0,65840.0,3230.0,0.0,0.16117960214614868,0.0701078400015831,58.89314270019531,-18.2
51-4062,"Patternmakers, Metal and Plastic",54540.0,57930.0,1570.0,0.0,0.10108596086502075,0.15802593529224396,43.954776763916016,-24.4
51-4071,Foundry Mold and Coremakers,45700.0,46910.0,12720.0,0.0,0.008155286312103271,0.0,28.561288833618164,-25.9
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",41230.0,44130.0,154820.0,0.0,0.09001320600509644,0.04745684191584587,28.27570343017578,-3.8
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",46060.0,48590.0,129850.0,0.0,0.130384624004364,0.03843747079372406,41.223873138427734,-0.5
51-4111,Tool and Die Makers,63180.0,65100.0,55130.0,0.0,0.10959106683731079,0.1186322420835495,52.6928825378418,-10.8
51-4121,"Welders, Cutters, Solderers, and Brazers",51000.0,55100.0,424040.0,0.0,0.041487157344818115,0.035614147782325745,43.409645080566406,2.2
