onetsoccode,occupation_title,median_annual_wage_2024,mean_annual_wage_2024,total_employment_2024,observed_exposure,pss,pred_productivity_effect,expertise_percentile,"Employment Percent Change, 2024-2034"
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",47060.0,49270.0,36290.0,0.0,0.1568465232849121,0.04759910702705383,38.78737258911133,-9.0
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",47450.0,49030.0,14590.0,0.0,0.15156280994415283,0.10838378220796585,39.36969757080078,-12.8
51-4192,"Layout Workers, Metal and Plastic",61870.0,65770.0,5610.0,0.0,0.11509186029434204,0.059395842254161835,50.692604064941406,-5.4
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",41600.0,43820.0,31510.0,0.0,0.1398027539253235,0.04696941375732422,27.96095085144043,-13.6
51-4194,"Tool Grinders, Filers, and Sharpeners",48970.0,51790.0,5730.0,0.0,0.12094378471374512,0.015955621376633644,40.04997634887695,-7.8
51-5111,Prepress Technicians and Workers,47300.0,49130.0,23070.0,0.1018,0.042139410972595215,0.23255817592144012,31.287120819091797,-14.6
51-5112,Printing Press Operators,45160.0,46620.0,145110.0,0.0,0.034770429134368896,0.1519109159708023,29.439199447631836,-8.1
51-5113,Print Binding and Finishing Workers,39820.0,43040.0,36470.0,0.0,0.11336016654968262,0.04888975992798805,42.96509552001953,-16.1
51-6011,Laundry and Dry-Cleaning Workers,33800.0,33990.0,195360.0,0.0,0.09508079290390015,0.04054323956370354,19.482755661010742,5.4
51-6021,"Pressers, Textile, Garment, and Related Materials",33880.0,33370.0,26830.0,0.0,0.07722795009613037,0.006922892760485411,27.09425163269043,-13.5
51-6031,Sewing Machine Operators,36000.0,36680.0,109590.0,0.0,0.05699265003204346,0.034540608525276184,13.9801025390625,-10.8
51-6041,Shoe and Leather Workers and Repairers,35950.0,36280.0,7640.0,0.0,0.13338613510131836,0.02747800014913082,41.28413772583008,-3.8
51-6042,Shoe Machine Operators and Tenders,38160.0,37230.0,3270.0,0.0,0.1515083909034729,0.04144938662648201,19.35257339477539,-3.7
51-6051,"Sewers, Hand",33760.0,34810.0,2240.0,0.0,0.16218996047973633,0.005536582786589861,29.36367416381836,-7.0
51-6052,"Tailors, Dressmakers, and Custom Sewers",40860.0,44050.0,16290.0,0.0342,0.04250943660736084,0.02738875523209572,47.09654998779297,-4.5
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,37320.0,39000.0,5820.0,0.0211,0.1213451623916626,0.07815393805503845,30.283981323242188,-10.1
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",37940.0,38500.0,8960.0,0.0152,0.10864430665969849,0.098724864423275,33.849220275878906,-11.7
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",38260.0,39470.0,14530.0,0.032,0.07593762874603271,0.08910047262907028,30.534278869628906,-11.2
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",37660.0,38440.0,20600.0,0.0,0.10067015886306763,0.04293923079967499,28.18334197998047,-9.0
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",44980.0,47420.0,14900.0,0.0,0.14995133876800537,0.022087832912802696,19.280933380126953,-1.1
51-6092,Fabric and Apparel Patternmakers,67670.0,71630.0,2860.0,0.0,0.08955496549606323,0.2607830762863159,54.34891128540039,-10.2
51-6093,Upholsterers,46190.0,46960.0,20990.0,0.0,0.15000587701797485,0.11445966362953186,42.94611358642578,-1.8
51-7011,Cabinetmakers and Bench Carpenters,46020.0,47460.0,79540.0,0.0,0.0006581544876098633,0.055609870702028275,43.85615539550781,-1.6
51-7021,Furniture Finishers,42530.0,44310.0,14230.0,0.0,0.10125094652175903,0.0225688349455595,43.96965026855469,-3.3
51-7031,"Model Makers, Wood",51850.0,59780.0,360.0,0.0,0.1187591552734375,0.04950658977031708,45.15484619140625,-4.5
51-7032,"Patternmakers, Wood",52520.0,57920.0,180.0,0.0301,0.08966314792633057,0.11287269741296768,42.79810333251953,-5.0
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",39950.0,42390.0,43140.0,0.0,0.08470737934112549,0.038601793348789215,28.172624588012695,-0.6
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",40440.0,42290.0,63350.0,0.0,0.07249891757965088,0.0417313389480114,30.232763290405273,-1.8
51-8011,Nuclear Power Reactor Operators,122610.0,122830.0,5720.0,0.0,0.06563073396682739,0.12636522948741913,64.53545379638672,-15.3
51-8012,Power Distributors and Dispatchers,107240.0,109620.0,9180.0,0.0,0.12104326486587524,0.18606522679328918,60.340003967285156,-3.2
51-8013,Power Plant Operators,99670.0,95990.0,30720.0,0.0257,0.14164018630981445,0.11181576550006866,57.2347412109375,-11.2
51-8013,Biomass Plant Technicians,99670.0,95990.0,30720.0,0.0257,0.10257542133331299,0.050150930881500244,43.5338020324707,-11.2
51-8013,Hydroelectric Plant Technicians,99670.0,95990.0,30720.0,0.0257,0.11886897683143616,0.07735884189605713,62.560760498046875,-11.2
51-8021,Stationary Engineers and Boiler Operators,75190.0,79710.0,30780.0,0.0,0.19519150257110596,0.057389240711927414,47.79485321044922,2.2
51-8031,Water and Wastewater Treatment Plant and System Operators,58260.0,60620.0,126750.0,0.0,0.08590447902679443,0.08242951333522797,47.3658561706543,-6.5
51-8091,Chemical Plant and System Operators,73540.0,76290.0,17840.0,0.0,0.08743363618850708,0.0780894011259079,42.02229309082031,-6.1
51-8092,Gas Plant Operators,83400.0,85470.0,15910.0,0.0723,0.13065731525421143,0.04379401355981827,46.90380096435547,-8.8
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",97540.0,90970.0,34860.0,0.0405,0.1791709065437317,0.10671906918287277,39.259422302246094,-2.8
51-8099,Biofuels Processing Technicians,61710.0,64490.0,15950.0,0.0,0.11712008714675903,0.07289696484804153,45.398521423339844,1.6
51-9011,Chemical Equipment Operators and Tenders,57090.0,59800.0,127410.0,0.0,0.0764036774635315,0.08729114383459091,33.60200500488281,3.3
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",49500.0,53830.0,54200.0,0.0,0.10967683792114258,0.06454794108867645,24.0872802734375,-4.3
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",46890.0,49400.0,28550.0,0.0425,0.132945716381073,0.05537267401814461,23.14043617248535,-2.5
51-9022,"Grinding and Polishing Workers, Hand",41690.0,43550.0,11850.0,0.0,0.14849483966827393,0.021685028448700905,27.926462173461914,-21.2
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",47680.0,49990.0,100840.0,0.0,0.1384844183921814,0.05989738926291466,27.080286026000977,-6.8
51-9031,"Cutters and Trimmers, Hand",38800.0,41960.0,7070.0,0.0,0.12896668910980225,0.0,18.139982223510742,-18.1
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",45700.0,46420.0,47540.0,0.0321,0.0958021879196167,0.03328925743699074,19.38107681274414,-2.3
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",45130.0,47040.0,57310.0,0.0,0.1324223279953003,0.047762852162122726,23.024612426757812,2.0
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",47010.0,49250.0,16160.0,0.0,0.08933836221694946,0.052935440093278885,22.914182662963867,3.0
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",47460.0,51670.0,591180.0,0.0324,0.10697305202484131,0.21697919070720673,34.156917572021484,0.0
51-9071,Jewelers and Precious Stone and Metal Workers,49140.0,55030.0,23420.0,0.0,0.11012685298919678,0.05984038859605789,53.716365814208984,-5.5
51-9071,Gem and Diamond Workers,49140.0,55030.0,23420.0,0.0,0.10668104887008667,0.09882010519504547,50.66724395751953,-5.5
51-9081,Dental Laboratory Technicians,48310.0,54060.0,33920.0,0.0,0.1412845253944397,0.024527737870812416,57.64445114135742,-4.7
51-9082,Medical Appliance Technicians,47060.0,51410.0,11490.0,0.0,0.24098050594329834,0.07955393195152283,68.67097473144531,3.7
51-9083,Ophthalmic Laboratory Technicians,38420.0,41760.0,18740.0,0.0,0.1378353238105774,0.05313541367650032,41.7337760925293,2.3
51-9111,Packaging and Filling Machine Operators and Tenders,40900.0,43630.0,383860.0,0.0,0.05603080987930298,0.0,9.782380104064941,4.5
51-9123,"Painting, Coating, and Decorating Workers",40860.0,44130.0,8470.0,0.0,0.131855309009552,0.0,22.994781494140625,1.4
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",47590.0,51610.0,159500.0,0.0,0.07825607061386108,0.030109651386737823,27.177261352539062,0.7
51-9141,Semiconductor Processing Technicians,51180.0,59640.0,32150.0,0.0,0.11918705701828003,0.12029610574245453,31.66680335998535,10.9
51-9151,Photographic Process Workers and Processing Machine Operators,40100.0,46050.0,5550.0,0.0108,0.23731422424316406,0.20688262581825256,28.06631851196289,-2.6
51-9161,Computer Numerically Controlled Tool Operators,49970.0,52900.0,176950.0,0.0215,0.1326223611831665,0.11408238857984543,39.36210250854492,-10.7
51-9162,Computer Numerically Controlled Tool Programmers,65670.0,69880.0,28230.0,0.1207,0.18209302425384521,0.4292968809604645,57.47023391723633,12.8
51-9191,Adhesive Bonding Machine Operators and Tenders,45210.0,45670.0,12170.0,0.0,0.056343913078308105,0.03606339916586876,22.920513153076172,1.0
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",41460.0,43380.0,13890.0,0.0,0.1470627784729004,0.05669638514518738,22.98711585998535,3.6
51-9193,Cooling and Freezing Equipment Operators and Tenders,40160.0,44290.0,6590.0,0.0,0.08494973182678223,0.04735148325562477,12.657594680786133,7.2
51-9194,Etchers and Engravers,40450.0,43280.0,8390.0,0.0,0.11285680532455444,0.06639068573713303,39.24127960205078,-0.7
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",45690.0,46730.0,34750.0,0.0,0.06819158792495728,0.0,27.94455337524414,6.2
51-9195,"Stone Cutters and Carvers, Manufacturing",45690.0,46730.0,34750.0,0.0,-0.004807621240615845,0.04554324969649315,53.58153533935547,6.2
51-9195,"Glass Blowers, Molders, Benders, and Finishers",45690.0,46730.0,34750.0,0.0,0.051916420459747314,0.032808396965265274,49.50542449951172,6.2
51-9195,"Potters, Manufacturing",45690.0,46730.0,34750.0,0.0,0.03443288803100586,0.012344438582658768,33.72494125366211,6.2
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",49390.0,51750.0,96950.0,0.0,0.18506550788879395,0.0,28.91423797607422,-6.3
51-9197,Tire Builders,55580.0,56230.0,20970.0,0.0,0.04978996515274048,0.009183472953736782,23.112464904785156,2.3
51-9198,Helpers--Production Workers,38220.0,40080.0,167490.0,0.0393,0.038294076919555664,0.0650690570473671,4.316407203674316,-8.9
53-1041,Aircraft Cargo Handling Supervisors,63940.0,66190.0,10160.0,0.0,0.0,0.20734553039073944,43.469451904296875,5.2
53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,,,,,0.1052074134349823,,
53-1042,Recycling Coordinators,,,,,,0.19512055814266205,,
53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,,,,,,0.1717442274093628,,
53-1044,First-Line Supervisors of Passenger Attendants,,,,,,,,
53-2011,"Airline Pilots, Copilots, and Flight Engineers",226600.0,280570.0,99300.0,0.0,-0.01912599802017212,0.150607168674469,71.26547241210938,3.9
53-2012,Commercial Pilots,122670.0,142960.0,51830.0,0.0,-0.01703822612762451,0.10747900605201721,76.88055419921875,5.1
53-2021,Air Traffic Controllers,144580.0,142740.0,22400.0,0.0,0.06500512361526489,0.15458185970783234,71.19820404052734,1.2
53-2022,Airfield Operations Specialists,56750.0,67120.0,16640.0,0.0476,0.08503025770187378,0.1930755078792572,52.062286376953125,4.2
53-2031,Flight Attendants,67130.0,78950.0,130110.0,0.0913,0.058846354484558105,0.0733431726694107,13.92306137084961,9.2
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",34330.0,35550.0,12080.0,0.0,0.021623611450195312,0.040708426386117935,28.07883071899414,-1.3
53-3031,Driver/Sales Workers,37130.0,39670.0,417420.0,0.0281,0.043299078941345215,0.14692461490631104,12.610745429992676,8.8
53-3032,Heavy and Tractor-Trailer Truck Drivers,57440.0,58400.0,2070480.0,0.0,0.09075182676315308,0.15264804661273956,19.26081085205078,4.0
53-3033,Light Truck Drivers,44140.0,47950.0,994410.0,0.0,0.010278046131134033,0.17240121960639954,5.221188068389893,7.3
53-3051,"Bus Drivers, School",47040.0,46660.0,387920.0,0.0,-0.04614436626434326,,13.467269897460938,0.2
53-3052,"Bus Drivers, Transit and Intercity",57440.0,58390.0,148980.0,0.0,0.0,0.1173630952835083,9.873109817504883,4.3
53-3053,Shuttle Drivers and Chauffeurs,36670.0,39070.0,229630.0,0.0,0.04874008893966675,,5.4061174392700195,6.7
53-3054,Taxi Drivers,36220.0,39310.0,17510.0,0.0,0.03812277317047119,,4.17097806930542,11.1
53-4011,Locomotive Engineers,77400.0,81540.0,31990.0,0.0,0.0755581259727478,0.1678265482187271,41.26266098022461,0.7
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",58030.0,60810.0,3300.0,0.0,0.053694963455200195,0.1143822893500328,33.53408432006836,0.3
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",65480.0,63170.0,12460.0,0.0,0.01070106029510498,0.09822027385234833,28.150165557861328,1.0
53-4031,Railroad Conductors and Yardmasters,74080.0,75490.0,42710.0,0.0,0.10093986988067627,0.14432480931282043,33.25303649902344,1.1
53-4041,Subway and Streetcar Operators,84830.0,75620.0,9200.0,0.0,0.11571049690246582,0.15889036655426025,21.353429794311523,3.4
53-5011,Sailors and Marine Oilers,49610.0,55320.0,31360.0,0.0,0.07145500183105469,0.03342141956090927,30.134559631347656,2.3
53-5021,"Captains, Mates, and Pilots of Water Vessels",85540.0,97660.0,35390.0,0.0,0.07299518585205078,0.1107826828956604,51.5597038269043,0.5
53-5022,Motorboat Operators,51880.0,55370.0,2380.0,0.0,0.04308217763900757,0.0,43.53504180908203,1.4
53-5031,Ship Engineers,101320.0,105600.0,8580.0,0.0,0.1531859040260315,0.11901039630174637,54.35337829589844,1.6
53-6011,Bridge and Lock Tenders,58490.0,56520.0,2720.0,0.0,0.17688322067260742,0.08215242624282837,25.969160079956055,-3.3
53-6021,Parking Attendants,34600.0,34190.0,134650.0,0.0,0.03998219966888428,0.04925962910056114,4.437780380249023,3.0
53-6031,Automotive and Watercraft Service Attendants,34850.0,35800.0,98270.0,0.0,-0.0015971064567565918,0.06772445887327194,8.121127128601074,-1.0
53-6032,Aircraft Service Attendants,41540.0,43630.0,27310.0,,0.010693669319152832,,27.02779769897461,5.1
53-6041,Traffic Technicians,58480.0,61310.0,7580.0,0.0,0.14472639560699463,0.24891352653503418,48.2259407043457,3.7
53-6051,Transportation Inspectors,85750.0,86490.0,23320.0,0.0,0.08739620447158813,0.25415098667144775,41.2801628112793,1.7
53-6051,Aviation Inspectors,85750.0,86490.0,23320.0,0.0,0.09116566181182861,0.13873769342899323,86.30307006835938,1.7
53-6051,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",85750.0,86490.0,23320.0,0.0,0.09075343608856201,0.25526899099349976,51.25113296508789,1.7
53-6061,Passenger Attendants,37560.0,38480.0,25340.0,0.1169,0.01514732837677002,0.14192171394824982,9.795570373535156,4.7
53-7011,Conveyor Operators and Tenders,41230.0,44800.0,26060.0,0.0,0.1210431456565857,0.0580507256090641,13.116418838500977,-3.4
53-7021,Crane and Tower Operators,66370.0,71560.0,42000.0,0.0,0.03219479322433472,0.09400598704814911,31.76259422302246,3.0
53-7031,Dredge Operators,48430.0,55820.0,1030.0,0.0,0.19803184270858765,0.0,28.084022521972656,1.2
53-7041,Hoist and Winch Operators,52310.0,64070.0,2480.0,0.0,0.05109375715255737,0.0,28.05062484741211,-1.1
53-7051,Industrial Truck and Tractor Operators,46390.0,47830.0,805770.0,0.0,0.047961413860321045,0.02315300516784191,13.07697868347168,1.1
53-7061,Cleaners of Vehicles and Equipment,35270.0,36290.0,373960.0,0.0,0.11703890562057495,0.02927481196820736,12.393486022949219,3.9
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",38940.0,41420.0,2982530.0,0.0,0.03331071138381958,0.035339631140232086,21.335708618164062,1.5
53-7062,Recycling and Reclamation Workers,38940.0,41420.0,2982530.0,0.0,0.08925449848175049,0.030785037204623222,22.9057674407959,1.5
53-7063,Machine Feeders and Offbearers,39700.0,42840.0,46690.0,0.0,0.010778605937957764,0.045759331434965134,5.245489120483398,-13.0
53-7064,"Packers and Packagers, Hand",35580.0,36600.0,601440.0,0.0,0.011711478233337402,0.038760192692279816,1.4166414737701416,-5.4
53-7065,Stockers and Order Fillers,37090.0,38910.0,2779530.0,0.0,0.06323343515396118,0.10308355838060379,6.893425941467285,8.5
53-7071,Gas Compressor and Gas Pumping Station Operators,71510.0,71750.0,5110.0,0.0,0.11140066385269165,0.1416456401348114,30.419898986816406,-1.3
53-7072,"Pump Operators, Except Wellhead Pumpers",60020.0,61950.0,12600.0,0.0,0.02590852975845337,0.13460732996463776,41.50092697143555,2.6
53-7073,Wellhead Pumpers,70010.0,70070.0,17350.0,0.0,0.13098442554473877,0.0,41.232906341552734,-4.7
53-7081,Refuse and Recyclable Material Collectors,48350.0,51210.0,139180.0,0.0,0.039370596408843994,0.055513884872198105,4.703622817993164,0.9
53-7121,"Tank Car, Truck, and Ship Loaders",58070.0,60010.0,10920.0,0.0,0.10494089126586914,0.02937568910419941,27.75002098083496,4.3
